product_id,sku,activity,brochure,category_gear,climate,color,color_jewelry,country_of_manufacture,customer_group,description,diamond_quality,eco_collection,erin_recommends,features_bags,features_html,flag_color,flag_text,gender,gift_message_available,image,image_label,is_new_product,is_recommended,long_specifications,material,meta_description,meta_keyword,meta_title,metal_purity,msrp_display_actual_price_type,name,new,options_container,page_layout,pattern,performance_fabric,price_type,price_view,product_brand,product_faqs,product_support,quantity_and_stock_status,sale,shipment_type,short_description,short_specifications,size,size_jewelry,sku_type,small_image,small_image_label,specifications,status,strap_bags,style_bags,style_general,swatch_image,tax_class_id,thumbnail,thumbnail_label,top_product,url_key,visibility,weight_type
480,MS11-XS-Green,,,,,53.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-green_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-XS-Green,,container2,,,,,,,,,1.0,,,,,166.0,,,/m/s/ms11-green_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-green_main_1.jpg,,,atomic-endurance-running-tee-v-neck-xs-green,1,
481,MS11-XS-Yellow,,,,,60.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-yellow_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-XS-Yellow,,container2,,,,,,,,,1.0,,,,,166.0,,,/m/s/ms11-yellow_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-yellow_main_1.jpg,,,atomic-endurance-running-tee-v-neck-xs-yellow,1,
482,MS11-S-Blue,,,,,50.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-blue_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-S-Blue,,container2,,,,,,,,,1.0,,,,,167.0,,,/m/s/ms11-blue_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-blue_main_1.jpg,,,atomic-endurance-running-tee-v-neck-s-blue,1,
483,MS11-S-Green,,,,,53.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-green_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-S-Green,,container2,,,,,,,,,1.0,,,,,167.0,,,/m/s/ms11-green_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-green_main_1.jpg,,,atomic-endurance-running-tee-v-neck-s-green,1,
484,MS11-S-Yellow,,,,,60.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-yellow_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-S-Yellow,,container2,,,,,,,,,1.0,,,,,167.0,,,/m/s/ms11-yellow_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-yellow_main_1.jpg,,,atomic-endurance-running-tee-v-neck-s-yellow,1,
485,MS11-M-Blue,,,,,50.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-blue_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-M-Blue,,container2,,,,,,,,,1.0,,,,,168.0,,,/m/s/ms11-blue_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-blue_main_1.jpg,,,atomic-endurance-running-tee-v-neck-m-blue,1,
486,MS11-M-Green,,,,,53.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-green_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-M-Green,,container2,,,,,,,,,1.0,,,,,168.0,,,/m/s/ms11-green_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-green_main_1.jpg,,,atomic-endurance-running-tee-v-neck-m-green,1,
487,MS11-M-Yellow,,,,,60.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-yellow_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-M-Yellow,,container2,,,,,,,,,1.0,,,,,168.0,,,/m/s/ms11-yellow_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-yellow_main_1.jpg,,,atomic-endurance-running-tee-v-neck-m-yellow,1,
488,MS11-L-Blue,,,,,50.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-blue_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-L-Blue,,container2,,,,,,,,,1.0,,,,,169.0,,,/m/s/ms11-blue_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-blue_main_1.jpg,,,atomic-endurance-running-tee-v-neck-l-blue,1,
489,MS11-L-Green,,,,,53.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-green_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-L-Green,,container2,,,,,,,,,1.0,,,,,169.0,,,/m/s/ms11-green_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-green_main_1.jpg,,,atomic-endurance-running-tee-v-neck-l-green,1,
490,MS11-L-Yellow,,,,,60.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-yellow_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-L-Yellow,,container2,,,,,,,,,1.0,,,,,169.0,,,/m/s/ms11-yellow_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-yellow_main_1.jpg,,,atomic-endurance-running-tee-v-neck-l-yellow,1,
491,MS11-XL-Blue,,,,,50.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-blue_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-XL-Blue,,container2,,,,,,,,,1.0,,,,,170.0,,,/m/s/ms11-blue_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-blue_main_1.jpg,,,atomic-endurance-running-tee-v-neck-xl-blue,1,
492,MS11-XL-Green,,,,,53.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-green_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-XL-Green,,container2,,,,,,,,,1.0,,,,,170.0,,,/m/s/ms11-green_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-green_main_1.jpg,,,atomic-endurance-running-tee-v-neck-xl-green,1,
493,MS11-XL-Yellow,,,,,60.0,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-yellow_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (V-neck)-XL-Yellow,,container2,,,,,,,,,1.0,,,,,170.0,,,/m/s/ms11-yellow_main_1.jpg,,,1,,,,,2.0,/m/s/ms11-yellow_main_1.jpg,,,atomic-endurance-running-tee-v-neck-xl-yellow,1,
494,MS11,,,,"20,12,04,208",,,,,"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>",,0.0,0.0,,,,,,0.0,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms11-green_main_1.jpg,,,,,"142,153,38","Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features - Lime heathered v-neck tee, Ultra-lightweight.",,Atomic Endurance Running Tee (V-neck),,0.0,Atomic Endurance Running Tee (V-neck),0.0,container2,,196,1.0,,,,,,1.0,1.0,,,,,,,/m/s/ms11-green_main_1.jpg,,,1,,,135,,2.0,/m/s/ms11-green_main_1.jpg,,,atomic-endurance-running-tee-v-neck,4,
495,MS12-XS-Black,,,,,49.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-black_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-XS-Black,,container2,,,,,,,,,1.0,,,,,166.0,,,/m/s/ms12-black_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-black_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-xs-black,1,
496,MS12-XS-Blue,,,,,50.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-blue_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-XS-Blue,,container2,,,,,,,,,1.0,,,,,166.0,,,/m/s/ms12-blue_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-blue_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-xs-blue,1,
497,MS12-XS-Red,,,,,58.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-red_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-XS-Red,,container2,,,,,,,,,1.0,,,,,166.0,,,/m/s/ms12-red_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-red_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-xs-red,1,
498,MS12-S-Black,,,,,49.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-black_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-S-Black,,container2,,,,,,,,,1.0,,,,,167.0,,,/m/s/ms12-black_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-black_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-s-black,1,
499,MS12-S-Blue,,,,,50.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-blue_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-S-Blue,,container2,,,,,,,,,1.0,,,,,167.0,,,/m/s/ms12-blue_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-blue_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-s-blue,1,
500,MS12-S-Red,,,,,58.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-red_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-S-Red,,container2,,,,,,,,,1.0,,,,,167.0,,,/m/s/ms12-red_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-red_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-s-red,1,
501,MS12-M-Black,,,,,49.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-black_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-M-Black,,container2,,,,,,,,,1.0,,,,,168.0,,,/m/s/ms12-black_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-black_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-m-black,1,
502,MS12-M-Blue,,,,,50.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-blue_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-M-Blue,,container2,,,,,,,,,1.0,,,,,168.0,,,/m/s/ms12-blue_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-blue_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-m-blue,1,
503,MS12-M-Red,,,,,58.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-red_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-M-Red,,container2,,,,,,,,,1.0,,,,,168.0,,,/m/s/ms12-red_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-red_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-m-red,1,
504,MS12-L-Black,,,,,49.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-black_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-L-Black,,container2,,,,,,,,,1.0,,,,,169.0,,,/m/s/ms12-black_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-black_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-l-black,1,
505,MS12-L-Blue,,,,,50.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-blue_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-L-Blue,,container2,,,,,,,,,1.0,,,,,169.0,,,/m/s/ms12-blue_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-blue_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-l-blue,1,
506,MS12-L-Red,,,,,58.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-red_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-L-Red,,container2,,,,,,,,,1.0,,,,,169.0,,,/m/s/ms12-red_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-red_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-l-red,1,
507,MS12-XL-Black,,,,,49.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-black_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-XL-Black,,container2,,,,,,,,,1.0,,,,,170.0,,,/m/s/ms12-black_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-black_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-xl-black,1,
508,MS12-XL-Blue,,,,,50.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-blue_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-XL-Blue,,container2,,,,,,,,,1.0,,,,,170.0,,,/m/s/ms12-blue_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-blue_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-xl-blue,1,
509,MS12-XL-Red,,,,,58.0,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-red_main_1.jpg,,,,,,,,,,0.0,Atomic Endurance Running Tee (Crew-Neck)-XL-Red,,container2,,,,,,,,,1.0,,,,,170.0,,,/m/s/ms12-red_main_1.jpg,,,1,,,,,2.0,/m/s/ms12-red_main_1.jpg,,,atomic-endurance-running-tee-crew-neck-xl-red,1,
510,MS12,,,,"20,12,04,208",,,,,"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,0.0,0.0,,,,,,0.0,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms12-red_main_1.jpg,,,,,"142,153,38","Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona® fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.",,Atomic Endurance Running Tee (Crew-Neck),,0.0,Atomic Endurance Running Tee (Crew-Neck),1.0,container2,,196,0.0,,,,,,1.0,0.0,,,,,,,/m/s/ms12-red_main_1.jpg,,,1,,,135,,2.0,/m/s/ms12-red_main_1.jpg,,,atomic-endurance-running-tee-crew-neck,4,
511,MS03-XS-Gray,,,,,52.0,,,,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p>
<p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms03-gray_main_1.jpg,,,,,,,,,,0.0,Balboa Persistence Tee-XS-Gray,,container2,,,,,,,,,1.0,,,,,166.0,,,/m/s/ms03-gray_main_1.jpg,,,1,,,,,2.0,/m/s/ms03-gray_main_1.jpg,,,balboa-persistence-tee-xs-gray,1,
512,MS03-XS-Green,,,,,53.0,,,,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p>
<p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms03-green_main_1.jpg,,,,,,,,,,0.0,Balboa Persistence Tee-XS-Green,,container2,,,,,,,,,1.0,,,,,166.0,,,/m/s/ms03-green_main_1.jpg,,,1,,,,,2.0,/m/s/ms03-green_main_1.jpg,,,balboa-persistence-tee-xs-green,1,
513,MS03-XS-Orange,,,,,56.0,,,,"<p>The Balboa Persistence Tee is a must-have for any athlete, Philadelphia or elsewhere. We took the best of performance apparel, cut the fluff and boiled it down to the basics for a lightweight, quick-drying t-shirt.</p>
<p>&bull; Crew neckline. <br />&bull; Semi-fitted. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>",,,,,,,,,,https://dx2ctuk6q6hvo.cloudfront.net/recommendation_system/m/s/ms03-orange_main_1.jpg,,,,,,,,,,0.0,Balboa Persistence Tee-XS-Orange,,container2,,,,,,,,,1.0,,,,,166.0,,,/m/s/ms03-orange_main_1.jpg,,,1,,,,,2.0,/m/s/ms03-orange_main_1.jpg,,,balboa-persistence-tee-xs-orange,1,
